ID		      n           mean        sigma       rob_mean    rob_sigma            max            min
204558.WFI.dat       6         25.286        0.304         25.289        0.310         25.726         24.836
204559.WFI.dat       7         24.104        0.340         24.170        0.342         24.539         23.475
204560.WFI.dat       5         24.724        0.414         24.771        0.385         25.226         24.084
204561.WFI.dat       9         24.835        0.442         24.722        0.499         25.561         24.335
204562.WFI.dat       9         22.213        0.109         22.226        0.095         22.367         21.974
204563.WFI.dat      27         23.989        0.307         24.071        0.328         24.431         23.363
204564.WFI.dat       7         24.695        0.148         24.660        0.127         25.011         24.579
204565.WFI.dat      24         24.823        0.135         24.827        0.150         25.039         24.540
204566.WFI.dat      20         24.312        0.496         24.465        0.443         25.135         23.200
204567.WFI.dat      14         23.736        0.336         23.796        0.310         24.294         23.010
204568.WFI.dat      11         23.703        0.447         23.747        0.483         24.436         22.894
204569.WFI.dat       3         24.566        0.878         24.569        0.681         25.437         23.681
204570.WFI.dat       3         25.082        0.615         25.151        0.439         25.512         24.378
204571.WFI.dat       4         24.904        0.653         25.045        0.577         25.522         24.006
204572.WFI.dat      16         22.990        0.203         22.958        0.200         23.397         22.681
204573.WFI.dat       4         24.361        0.505         24.186        0.431         25.076         23.998
204574.WFI.dat       4         24.599        0.370         24.677        0.326         24.952         24.091
204575.WFI.dat       6         23.992        0.406         24.037        0.433         24.460         23.335
204576.WFI.dat      10         24.120        0.358         23.956        0.342         24.867         23.787
204577.WFI.dat      16         23.365        0.367         23.281        0.264         24.438         22.976
204578.WFI.dat      19         23.302        0.217         23.261        0.191         23.912         23.013
204579.WFI.dat      13         24.348        0.199         24.297        0.191         24.670         23.966
204580.WFI.dat      31         24.119        0.430         24.106        0.363         25.017         23.224
204581.WFI.dat      12         24.701        0.517         24.670        0.536         25.409         23.717
204582.WFI.dat       4         24.164        0.212         24.145        0.199         24.417         23.949
204583.WFI.dat      30         24.118        0.395         24.128        0.257         24.993         23.100
204584.WFI.dat      58         23.394        0.252         23.466        0.241         23.958         22.791
204585.WFI.dat       9         24.139        0.360         23.969        0.395         24.655         23.837
204586.WFI.dat       4         24.663        0.283         24.663        0.267         24.978         24.347
204587.WFI.dat      31         24.900        0.357         24.871        0.321         25.790         24.299
204588.WFI.dat      14         24.810        0.247         24.764        0.247         25.319         24.395
204589.WFI.dat       8         23.927        0.357         23.988        0.291         24.241         23.105
204590.WFI.dat      29         24.149        0.248         24.184        0.236         24.489         23.570
204591.WFI.dat      24         24.640        0.290         24.560        0.265         25.542         24.239
204592.WFI.dat      41         24.647        0.102         24.638        0.111         24.908         24.457
204593.WFI.dat       3         24.671        0.075         24.660        0.051         24.757         24.626
204594.WFI.dat      28         23.765        0.326         23.858        0.247         24.286         22.871
204595.WFI.dat      30         23.298        0.317         23.285        0.292         24.106         22.751
204596.WFI.dat       5         23.794        0.312         23.901        0.296         24.023         23.333
204597.WFI.dat       6         24.786        0.371         24.842        0.398         25.156         24.170
204598.WFI.dat      18         24.270        0.405         24.237        0.444         25.030         23.506
204599.WFI.dat       4         25.666        0.119         25.643        0.101         25.829         25.547
204600.WFI.dat       5         24.919        0.336         24.868        0.346         25.376         24.603
204601.WFI.dat       8         24.123        0.513         24.328        0.471         24.621         23.022
204603.WFI.dat      29         22.856        0.115         22.885        0.073         23.015         22.477
204604.WFI.dat       3         24.423        0.164         24.419        0.127         24.593         24.266
204605.WFI.dat      10         24.815        0.247         24.712        0.229         25.380         24.619
204606.WFI.dat      28         24.342        0.412         24.325        0.327         25.097         23.008
204607.WFI.dat       7         22.446        0.079         22.448        0.085         22.556         22.327
204608.WFI.dat      22         24.024        0.542         23.895        0.604         25.015         23.183
204609.WFI.dat      54         22.390        0.091         22.397        0.075         22.594         22.155
204610.WFI.dat      22         23.350        0.247         23.353        0.230         23.858         22.761
204611.WFI.dat      35         22.806        0.125         22.834        0.123         23.004         22.493
204612.WFI.dat       7         25.311        0.287         25.282        0.308         25.748         24.873
204613.WFI.dat       4         24.627        0.416         24.562        0.364         25.189         24.196
204614.WFI.dat       8         22.536        0.449         22.275        0.468         23.218         22.154
204615.WFI.dat       4         24.324        0.383         24.253        0.353         24.811         23.979
204616.WFI.dat      13         23.467        0.186         23.452        0.222         23.748         23.220
204617.WFI.dat      28         23.485        0.221         23.507        0.237         23.959         23.074
204618.WFI.dat      39         21.272        0.056         21.275        0.062         21.390         21.167
204619.WFI.dat      57         22.939        0.168         22.925        0.151         23.331         22.465
204620.WFI.dat      58         24.190        0.093         24.190        0.100         24.363         23.933
204621.WFI.dat       5         24.712        0.238         24.755        0.235         24.961         24.350
204622.WFI.dat      37         23.858        0.295         23.835        0.269         24.763         23.187
204623.WFI.dat      49         23.782        0.300         23.776        0.272         24.637         22.970
204624.WFI.dat      36         23.792        0.328         23.787        0.298         24.558         22.991
204625.WFI.dat       6         24.081        0.171         24.094        0.172         24.346         23.827
204626.WFI.dat       3         25.056        0.163         25.070        0.121         25.184         24.872
204627.WFI.dat      15         23.505        0.233         23.529        0.233         23.954         23.097
204628.WFI.dat      14         23.903        0.545         23.696        0.496         25.212         23.290
204629.WFI.dat      12         23.400        0.225         23.334        0.157         23.920         23.015
204630.WFI.dat       5         24.679        0.941         24.665        0.977         25.805         23.495
204631.WFI.dat      28         23.613        0.303         23.656        0.167         24.379         22.675
204632.WFI.dat      12         24.427        0.464         24.577        0.572         24.975         23.680
204633.WFI.dat       8         24.966        0.166         24.942        0.188         25.228         24.740
204634.WFI.dat       5         23.339        0.173         23.347        0.178         23.553         23.137
204635.WFI.dat       4         24.168        0.320         24.130        0.270         24.595         23.817
204636.WFI.dat      57         22.890        0.176         22.907        0.185         23.170         22.368
204637.WFI.dat      34         20.487        0.055         20.484        0.055         20.622         20.405
204638.WFI.dat      31         24.627        0.245         24.553        0.219         25.242         24.256
204639.WFI.dat       7         23.907        0.449         23.829        0.475         24.415         23.448
204640.WFI.dat      53         22.982        0.195         22.973        0.190         23.549         22.522
204641.WFI.dat       5         25.024        0.129         25.017        0.135         25.188         24.886
204642.WFI.dat       7         25.115        0.352         25.112        0.391         25.537         24.692
204643.WFI.dat       7         24.584        0.152         24.602        0.171         24.768         24.357
204645.WFI.dat      10         24.105        0.292         23.976        0.306         24.609         23.724
204646.WFI.dat       8         23.911        0.379         23.988        0.424         24.379         23.310
204647.WFI.dat      52         22.334        0.151         22.349        0.113         22.811         21.893
204648.WFI.dat       6         24.714        0.304         24.710        0.313         25.184         24.314
204649.WFI.dat       4         22.336        0.186         22.337        0.170         22.506         22.164
204650.WFI.dat       4         24.785        0.438         24.829        0.411         25.216         24.265
204651.WFI.dat      15         23.938        0.369         23.891        0.363         24.691         23.362
204652.WFI.dat       4         24.634        0.154         24.612        0.143         24.822         24.490
204653.WFI.dat      15         22.501        0.085         22.490        0.078         22.684         22.340
204654.WFI.dat       8         24.136        0.141         24.165        0.152         24.305         23.886
204655.WFI.dat       4         24.501        0.061         24.488        0.054         24.585         24.444
204656.WFI.dat      17         23.289        0.152         23.278        0.150         23.583         23.032
204657.WFI.dat      24         22.598        0.181         22.600        0.168         22.959         22.249
204658.WFI.dat       6         24.180        0.336         24.146        0.350         24.587         23.638
204659.WFI.dat      18         22.616        0.277         22.718        0.332         22.936         22.138
204660.WFI.dat       6         24.117        0.173         24.126        0.168         24.358         23.830
204661.WFI.dat       8         25.470        0.267         25.442        0.305         25.886         25.141
204662.WFI.dat      15         24.620        0.164         24.588        0.183         24.949         24.427
204663.WFI.dat       7         24.059        0.193         24.102        0.209         24.283         23.762
204664.WFI.dat       3         25.100        0.254         25.126        0.183         25.284         24.811
204665.WFI.dat       4         24.844        0.589         24.843        0.518         25.562         24.126
204666.WFI.dat      21         22.569        0.118         22.577        0.107         22.808         22.306
204667.WFI.dat      35         22.679        0.183         22.735        0.181         22.999         22.283
204669.WFI.dat      35         22.784        0.311         22.734        0.309         23.436         22.132
204670.WFI.dat      23         24.772        0.159         24.741        0.174         25.014         24.509
204671.WFI.dat      66         23.441        0.255         23.379        0.196         24.444         22.971
204672.WFI.dat      51         23.069        0.205         23.085        0.176         23.640         22.463
204673.WFI.dat      14         24.218        0.285         24.203        0.332         24.681         23.799
204674.WFI.dat      54         21.984        0.133         21.972        0.135         22.295         21.680
204675.WFI.dat      11         24.597        0.192         24.633        0.191         24.908         24.223
204676.WFI.dat       4         24.637        0.089         24.637        0.082         24.740         24.533
204677.WFI.dat      38         22.184        0.127         22.190        0.119         22.428         21.793
204678.WFI.dat      46         22.923        0.189         22.940        0.174         23.353         22.392
204679.WFI.dat       4         24.463        0.080         24.453        0.074         24.555         24.392
204680.WFI.dat       6         24.881        0.365         24.888        0.379         25.264         24.498
204681.WFI.dat      23         22.526        0.111         22.520        0.104         22.753         22.268
204682.WFI.dat      46         23.194        0.218         23.165        0.115         23.905         22.582
204683.WFI.dat      36         22.609        0.212         22.682        0.171         22.888         21.968
204684.WFI.dat      94         21.132        0.139         21.124        0.135         21.454         20.785
204685.WFI.dat       8         24.283        0.341         24.241        0.320         24.954         23.781
204686.WFI.dat       7         22.404        0.090         22.400        0.087         22.574         22.290
204687.WFI.dat      20         24.155        0.411         24.049        0.342         25.028         23.142
204688.WFI.dat       5         24.046        0.766         23.974        0.787         25.117         23.211
204689.WFI.dat       8         24.810        0.350         24.877        0.374         25.314         24.294
204690.WFI.dat       4         24.243        0.193         24.248        0.176         24.472         24.007
204691.WFI.dat       8         24.173        0.231         24.228        0.258         24.475         23.834
204692.WFI.dat      11         24.584        0.217         24.617        0.182         24.844         24.071
204693.WFI.dat       9         24.813        0.282         24.845        0.313         25.194         24.342
204694.WFI.dat      20         24.902        0.132         24.866        0.133         25.179         24.703
204695.WFI.dat      24         24.468        0.347         24.424        0.310         25.376         23.832
204696.WFI.dat       9         24.471        0.259         24.409        0.210         25.101         24.255
204697.WFI.dat       8         24.483        0.239         24.461        0.242         24.861         24.058
204698.WFI.dat       6         24.468        0.199         24.453        0.217         24.774         24.212
204699.WFI.dat       3         25.212        0.242         25.232        0.181         25.407         24.941
2046.WFI.dat      73         24.251        0.307         24.183        0.273         25.181         23.669
204700.WFI.dat       3         25.006        0.369         25.044        0.267         25.273         24.585
204701.WFI.dat      33         24.811        0.132         24.807        0.124         25.062         24.493
204702.WFI.dat      36         24.737        0.299         24.785        0.304         25.174         24.077
204703.WFI.dat      10         23.587        0.238         23.654        0.248         23.853         23.108
204704.WFI.dat      10         25.458        0.305         25.563        0.339         25.779         24.912
204705.WFI.dat      15         24.772        0.459         24.838        0.488         25.384         23.750
204706.WFI.dat      39         21.522        0.057         21.524        0.062         21.629         21.422
204707.WFI.dat       6         24.755        0.116         24.760        0.120         24.902         24.632
204708.WFI.dat      10         24.477        0.347         24.400        0.265         25.333         24.032
204709.WFI.dat      16         23.457        0.267         23.526        0.247         24.011         22.907
204710.WFI.dat      56         23.256        0.235         23.229        0.188         24.054         22.723
204711.WFI.dat       7         24.658        0.455         24.621        0.495         25.354         24.091
204712.WFI.dat       8         22.203        0.238         22.171        0.275         22.523         21.901
204713.WFI.dat      19         23.764        0.263         23.835        0.300         24.061         23.145
204714.WFI.dat       6         24.927        0.320         24.861        0.339         25.398         24.509
204715.WFI.dat      66         22.640        0.281         22.588        0.200         24.145         22.223
204716.WFI.dat      67         21.615        0.132         21.611        0.134         22.039         21.348
204717.WFI.dat       6         25.436        0.363         25.511        0.392         25.887         24.876
204718.WFI.dat      12         24.679        0.480         24.744        0.455         25.328         23.566
204719.WFI.dat      16         24.356        0.094         24.381        0.093         24.512         24.167
204720.WFI.dat       3         24.334        0.248         24.303        0.174         24.619         24.170
204721.WFI.dat       6         25.021        0.311         25.033        0.304         25.403         24.485
204722.WFI.dat       8         23.796        0.227         23.736        0.248         24.184         23.512
204723.WFI.dat       4         22.130        0.402         22.289        0.303         22.410         21.533
204724.WFI.dat       7         25.467        0.218         25.426        0.245         25.778         25.183
204725.WFI.dat       4         25.211        0.180         25.219        0.153         25.422         24.981
204726.WFI.dat      55         22.360        0.166         22.371        0.121         22.763         21.775
204727.WFI.dat      30         24.174        0.142         24.182        0.128         24.508         23.884
204728.WFI.dat      37         21.759        0.091         21.764        0.097         21.913         21.493
204729.WFI.dat      10         24.828        0.361         24.780        0.386         25.427         24.296
204730.WFI.dat      33         22.131        0.112         22.134        0.103         22.405         21.863
204731.WFI.dat       3         25.221        0.183         25.227        0.141         25.391         25.027
204732.WFI.dat      14         23.725        0.360         23.795        0.263         24.218         22.720
204733.WFI.dat      19         24.911        0.220         24.880        0.174         25.388         24.389
204734.WFI.dat       9         24.497        0.360         24.662        0.384         24.857         23.907
204735.WFI.dat       6         23.518        0.316         23.392        0.341         23.954         23.203
204736.WFI.dat       4         24.891        0.263         24.968        0.229         25.103         24.523
204737.WFI.dat      10         23.883        0.188         23.930        0.162         24.138         23.452
204738.WFI.dat       3         24.823        0.362         24.836        0.278         25.157         24.439
204739.WFI.dat       4         21.326        0.183         21.349        0.165         21.520         21.086
204740.WFI.dat      12         24.440        0.234         24.413        0.220         24.776         24.007
204741.WFI.dat      12         24.768        0.393         24.635        0.408         25.599         24.344
204742.WFI.dat       4         24.770        0.256         24.747        0.231         25.099         24.486
204743.WFI.dat       5         23.573        0.083         23.574        0.085         23.675         23.488
204744.WFI.dat       6         21.586        0.227         21.510        0.179         22.043         21.445
204745.WFI.dat       4         25.217        0.249         25.211        0.226         25.522         24.925
204746.WFI.dat       3         25.093        0.269         25.117        0.198         25.302         24.790
204747.WFI.dat      13         24.310        0.507         24.275        0.500         25.394         23.619
204748.WFI.dat      50         22.010        0.119         22.008        0.118         22.363         21.794
204749.WFI.dat      19         24.031        0.387         23.959        0.353         24.902         23.362
204750.WFI.dat       7         20.777        0.295         20.799        0.334         21.151         20.334
204751.WFI.dat       3         24.886        0.667         24.808        0.473         25.653         24.433
204752.WFI.dat       4         24.132        0.217         24.117        0.189         24.412         23.884
204753.WFI.dat       6         24.361        0.219         24.384        0.228         24.632         23.996
204754.WFI.dat      34         22.137        0.168         22.187        0.151         22.455         21.742
204755.WFI.dat      13         21.726        0.111         21.732        0.097         21.947         21.526
204756.WFI.dat      42         23.559        0.264         23.590        0.196         24.262         22.732
204757.WFI.dat      14         24.997        0.329         24.919        0.349         25.647         24.507
204758.WFI.dat       6         23.783        0.658         23.841        0.599         24.627         22.618
204759.WFI.dat       4         24.160        0.472         24.321        0.373         24.530         23.468
204760.WFI.dat       4         24.742        0.209         24.697        0.179         25.033         24.540
204761.WFI.dat       5         24.858        0.240         24.898        0.243         25.090         24.575
204762.WFI.dat       7         22.935        0.087         22.919        0.095         23.066         22.851
204763.WFI.dat       5         24.533        0.313         24.524        0.304         24.987         24.138
204764.WFI.dat      11         25.142        0.242         25.152        0.280         25.533         24.807
204765.WFI.dat       5         24.587        0.293         24.606        0.302         24.940         24.198
204766.WFI.dat      32         24.381        0.368         24.404        0.274         25.088         23.452
204767.WFI.dat      74         23.048        0.144         23.033        0.128         23.512         22.835
204768.WFI.dat       6         23.397        0.374         23.410        0.393         23.988         22.958
204769.WFI.dat       5         24.313        0.186         24.371        0.159         24.457         23.990
204770.WFI.dat       6         23.682        0.546         23.650        0.478         24.642         22.944
204771.WFI.dat       6         25.075        0.111         25.128        0.118         25.177         24.929
204772.WFI.dat      21         24.233        0.346         24.248        0.326         24.739         23.368
204773.WFI.dat      61         21.630        0.117         21.623        0.118         21.955         21.416
204774.WFI.dat      15         24.347        0.199         24.352        0.204         24.734         24.082
204775.WFI.dat       4         25.123        0.311         25.083        0.289         25.485         24.839
204776.WFI.dat      17         24.512        0.400         24.487        0.477         25.143         23.912
204777.WFI.dat      25         24.471        0.264         24.484        0.272         25.073         23.939
204778.WFI.dat      16         24.276        0.267         24.241        0.287         24.669         23.813
204779.WFI.dat      48         23.729        0.321         23.652        0.384         24.376         23.140
204780.WFI.dat      35         22.459        0.163         22.493        0.141         22.749         21.994
204781.WFI.dat       4         24.006        0.088         23.987        0.081         24.118         23.933
204782.WFI.dat       5         23.059        0.226         23.052        0.237         23.340         22.804
204783.WFI.dat      46         24.736        0.424         24.793        0.392         25.640         23.649
204784.WFI.dat       4         25.201        0.380         25.310        0.329         25.518         24.664
204785.WFI.dat      39         22.267        0.162         22.255        0.158         22.579         21.774
204786.WFI.dat       5         25.175        0.493         25.204        0.513         25.690         24.623
204787.WFI.dat       8         24.631        0.287         24.577        0.324         24.964         24.291
204788.WFI.dat      13         24.743        0.141         24.692        0.119         25.079         24.568
204789.WFI.dat      20         23.943        0.279         23.990        0.160         24.335         22.966
204790.WFI.dat      22         24.717        0.246         24.741        0.303         25.072         24.283
204791.WFI.dat       5         24.702        0.584         24.795        0.601         25.243         23.927
204792.WFI.dat      22         24.282        0.378         24.265        0.370         25.045         23.717
204793.WFI.dat      22         23.940        0.201         23.905        0.197         24.394         23.601
204794.WFI.dat       4         24.634        0.593         24.464        0.481         25.488         24.119
204795.WFI.dat       8         24.435        0.359         24.508        0.371         24.913         23.795
204796.WFI.dat       4         24.579        0.343         24.635        0.317         24.904         24.143
204797.WFI.dat      77         19.713        0.064         19.724        0.066         19.951         19.561
204798.WFI.dat       6         25.358        0.411         25.573        0.420         25.659         24.700
204799.WFI.dat       8         24.401        0.167         24.446        0.178         24.579         24.107
204800.WFI.dat       9         23.585        0.252         23.521        0.231         24.151         23.368
204801.WFI.dat      14         23.928        0.306         23.948        0.197         24.385         23.060
204802.WFI.dat       6         24.181        0.163         24.188        0.149         24.404         23.899
204803.WFI.dat      13         24.256        0.297         24.231        0.343         24.736         23.854
204804.WFI.dat      14         23.322        0.347         23.405        0.343         23.975         22.657
204805.WFI.dat      47         24.473        0.315         24.509        0.290         25.246         23.843
204806.WFI.dat      16         24.335        0.550         24.366        0.608         25.327         23.389
204807.WFI.dat      16         23.434        0.204         23.371        0.137         24.024         23.177
204808.WFI.dat      40         23.604        0.166         23.595        0.152         24.053         23.213
204809.WFI.dat      28         22.928        0.127         22.952        0.120         23.219         22.674
204810.WFI.dat      16         24.708        0.113         24.719        0.129         24.891         24.517
204811.WFI.dat      51         20.961        0.081         20.967        0.072         21.143         20.744
204812.WFI.dat      11         23.254        0.223         23.274        0.242         23.590         22.895
204813.WFI.dat      20         23.803        0.474         23.926        0.548         24.515         22.943
204814.WFI.dat      60         22.458        0.147         22.432        0.172         22.757         22.250
204815.WFI.dat       6         23.820        0.325         23.734        0.342         24.377         23.525
204816.WFI.dat      11         23.737        0.180         23.716        0.184         24.040         23.416
204817.WFI.dat      36         23.254        0.190         23.281        0.196         23.567         22.797
204818.WFI.dat       9         24.165        0.557         24.096        0.574         25.281         23.517
204819.WFI.dat      53         23.190        0.198         23.191        0.148         23.784         22.594
204820.WFI.dat      17         24.349        0.455         24.322        0.209         25.396         23.096
204821.WFI.dat       5         24.255        0.104         24.244        0.106         24.404         24.146
204822.WFI.dat       5         24.644        0.935         24.875        0.839         25.404         23.075
204823.WFI.dat       5         24.865        0.270         24.796        0.265         25.277         24.622
204824.WFI.dat       5         24.589        0.308         24.628        0.308         24.945         24.136
204825.WFI.dat      12         24.411        0.136         24.450        0.163         24.609         24.212
204826.WFI.dat      14         23.859        0.287         23.808        0.191         24.605         23.442
204827.WFI.dat      10         24.728        0.170         24.721        0.200         24.976         24.481
204828.WFI.dat       8         24.135        0.403         24.293        0.438         24.476         23.518
204829.WFI.dat       4         22.584        0.081         22.583        0.077         22.675         22.494
204830.WFI.dat       4         24.285        0.103         24.282        0.092         24.413         24.164
204831.WFI.dat      58         23.537        0.277         23.489        0.262         24.228         22.989
204832.WFI.dat      14         22.640        0.283         22.667        0.241         23.049         21.940
204833.WFI.dat      35         22.639        0.229         22.633        0.193         23.249         22.188
204834.WFI.dat       4         24.572        0.231         24.517        0.191         24.898         24.354
204835.WFI.dat      19         24.566        0.519         24.775        0.546         25.319         23.478
204836.WFI.dat       5         24.194        0.241         24.134        0.223         24.587         23.957
204837.WFI.dat      43         22.465        0.128         22.465        0.107         22.838         22.168
204838.WFI.dat       6         24.261        0.131         24.244        0.135         24.457         24.099
204839.WFI.dat       4         24.845        0.309         24.779        0.275         25.269         24.553
204840.WFI.dat       4         25.385        0.277         25.410        0.246         25.695         25.026
204841.WFI.dat       8         24.705        0.462         24.724        0.493         25.382         24.086
204842.WFI.dat      20         24.611        0.314         24.613        0.330         25.329         24.065
204843.WFI.dat      33         23.179        0.354         23.274        0.353         23.959         22.596
204844.WFI.dat      28         24.391        0.390         24.415        0.336         25.214         23.170
204845.WFI.dat      73         22.622        0.131         22.634        0.144         22.948         22.357
204846.WFI.dat       4         23.876        0.596         24.125        0.444         24.266         22.987
204847.WFI.dat       5         24.449        0.107         24.469        0.108         24.547         24.317
204848.WFI.dat       4         25.036        0.102         25.062        0.088         25.129         24.892
204849.WFI.dat      19         24.207        0.208         24.258        0.233         24.465         23.702
204850.WFI.dat       9         22.942        0.227         23.022        0.215         23.185         22.449
204851.WFI.dat      19         24.668        0.319         24.622        0.351         25.384         24.298
204852.WFI.dat       7         23.570        0.270         23.508        0.242         24.102         23.224
204853.WFI.dat       9         24.368        0.459         24.444        0.505         24.940         23.577
204854.WFI.dat      12         25.518        0.185         25.479        0.206         25.783         25.316
204855.WFI.dat      31         23.005        0.249         23.001        0.139         23.777         22.465
204856.WFI.dat      28         24.129        0.275         24.076        0.246         24.702         23.478
204857.WFI.dat      13         23.894        0.390         23.927        0.446         24.534         23.267
204858.WFI.dat      47         24.472        0.131         24.459        0.116         24.728         24.131
204859.WFI.dat      38         23.077        0.117         23.076        0.123         23.337         22.822
204860.WFI.dat      68         24.095        0.103         24.097        0.106         24.354         23.866
204861.WFI.dat      25         23.428        0.152         23.423        0.150         23.785         23.205
204862.WFI.dat       5         23.849        0.323         23.927        0.279         24.142         23.300
204863.WFI.dat       8         23.748        0.142         23.749        0.155         23.964         23.533
204864.WFI.dat       3         24.139        0.652         24.145        0.505         24.778         23.474
204865.WFI.dat       7         25.166        0.413         25.277        0.369         25.520         24.294
204866.WFI.dat      13         24.250        0.269         24.286        0.234         24.629         23.601
204867.WFI.dat       4         24.203        0.048         24.195        0.045         24.262         24.159
204868.WFI.dat       7         24.095        0.299         24.017        0.297         24.671         23.755
204869.WFI.dat      16         24.136        0.478         24.099        0.520         25.037         23.320
204870.WFI.dat      17         24.293        0.251         24.408        0.214         24.552         23.559
204871.WFI.dat       6         24.078        0.254         24.006        0.265         24.488         23.779
204872.WFI.dat       5         23.596        0.166         23.605        0.164         23.804         23.356
204873.WFI.dat       7         24.161        0.244         24.237        0.255         24.470         23.763
204874.WFI.dat      12         23.923        0.195         23.909        0.173         24.293         23.563
204875.WFI.dat      13         24.055        0.227         23.999        0.250         24.456         23.770
204876.WFI.dat       6         24.586        0.618         24.611        0.573         25.545         23.613
204877.WFI.dat      27         24.838        0.122         24.824        0.105         25.081         24.527
204878.WFI.dat       3         24.431        0.268         24.466        0.185         24.599         24.122
204879.WFI.dat      31         21.977        0.108         21.963        0.104         22.189         21.785
204880.WFI.dat       3         24.760        0.769         24.856        0.537         25.261         23.874
204881.WFI.dat      59         22.830        0.221         22.781        0.204         23.410         22.519
204882.WFI.dat       6         21.143        0.073         21.109        0.078         21.243         21.074
204883.WFI.dat      32         21.748        0.120         21.731        0.134         21.992         21.534
204884.WFI.dat      39         24.027        0.312         23.989        0.213         25.239         23.123
204885.WFI.dat       8         24.378        0.256         24.365        0.258         24.881         24.051
204886.WFI.dat      47         22.964        0.216         22.995        0.164         23.415         22.335
204887.WFI.dat       5         23.659        0.379         23.509        0.307         24.324         23.426
204888.WFI.dat      34         24.570        0.129         24.576        0.111         24.832         24.268
204889.WFI.dat       5         24.333        0.265         24.312        0.273         24.679         24.074
204890.WFI.dat      18         23.654        0.281         23.631        0.232         24.175         23.001
204891.WFI.dat      13         23.300        0.263         23.321        0.303         23.729         22.887
204892.WFI.dat      18         23.566        0.220         23.604        0.175         23.806         22.973
204893.WFI.dat       7         23.920        0.342         24.020        0.369         24.329         23.484
204894.WFI.dat      15         23.334        0.183         23.352        0.196         23.697         23.008
204895.WFI.dat       4         23.674        0.535         23.616        0.486         24.366         23.098
204896.WFI.dat      24         23.938        0.300         23.950        0.246         24.450         22.946
204897.WFI.dat      28         22.998        0.269         23.063        0.272         23.519         22.435
204898.WFI.dat      10         24.499        0.429         24.404        0.416         25.440         24.042
204899.WFI.dat       9         24.857        0.244         24.816        0.281         25.250         24.559
2048.WFI.dat       9         23.365        0.209         23.382        0.238         23.642         23.108
204900.WFI.dat       3         23.668        0.260         23.654        0.198         23.951         23.440
204901.WFI.dat      13         23.108        0.170         23.080        0.174         23.446         22.863
204902.WFI.dat      23         23.382        0.317         23.442        0.331         23.886         22.817
204903.WFI.dat       8         22.957        0.189         22.923        0.181         23.288         22.641
204904.WFI.dat       4         23.990        0.317         24.018        0.275         24.347         23.576
204905.WFI.dat       4         22.339        0.382         22.233        0.330         22.880         22.012
204906.WFI.dat       9         24.048        0.504         24.007        0.515         24.962         23.236
204907.WFI.dat      72         22.113        0.150         22.122        0.149         22.657         21.774
204908.WFI.dat      21         22.933        0.382         22.798        0.400         23.721         22.468
204909.WFI.dat       5         24.293        0.306         24.318        0.310         24.666         23.871
204910.WFI.dat       4         24.732        0.234         24.648        0.185         25.077         24.556
204911.WFI.dat      10         23.676        0.118         23.679        0.096         23.922         23.473
204912.WFI.dat      32         24.871        0.158         24.880        0.134         25.228         24.526
204913.WFI.dat      34         21.520        0.193         21.569        0.207         21.911         21.000
204914.WFI.dat      61         22.335        0.151         22.299        0.104         22.817         21.970
204915.WFI.dat      14         24.357        0.363         24.207        0.297         25.319         24.071
204916.WFI.dat      43         24.535        0.149         24.522        0.143         24.898         24.229
204917.WFI.dat      21         23.509        0.272         23.484        0.208         24.066         22.765
204918.WFI.dat       7         24.396        0.250         24.416        0.262         24.761         24.026
204919.WFI.dat      18         23.203        0.200         23.225        0.233         23.482         22.804
204920.WFI.dat      28         23.202        0.322         23.158        0.314         23.872         22.635
204921.WFI.dat       5         24.744        0.216         24.777        0.222         24.947         24.455
204922.WFI.dat      35         22.831        0.169         22.804        0.150         23.216         22.519
204923.WFI.dat      24         24.613        0.088         24.602        0.073         24.879         24.490
204924.WFI.dat      73         22.255        0.181         22.262        0.190         22.744         21.842
204925.WFI.dat       7         25.007        0.107         24.998        0.116         25.149         24.842
204926.WFI.dat       5         20.953        0.077         20.954        0.075         21.053         20.842
204927.WFI.dat      12         23.286        0.250         23.274        0.280         23.693         22.903
204928.WFI.dat       5         22.928        0.158         22.894        0.158         23.160         22.788
204929.WFI.dat      14         23.841        0.294         23.916        0.338         24.198         23.332
204930.WFI.dat       5         23.638        0.558         23.575        0.570         24.431         23.052
204931.WFI.dat      15         23.665        0.200         23.682        0.200         23.956         23.192
204932.WFI.dat      35         23.376        0.400         23.395        0.396         24.352         22.672
204933.WFI.dat      14         23.308        0.150         23.361        0.172         23.532         23.095
204934.WFI.dat       8         23.949        0.235         23.995        0.218         24.217         23.449
204935.WFI.dat      68         22.355        0.136         22.342        0.133         22.790         21.954
204936.WFI.dat       4         23.586        0.313         23.683        0.264         23.842         23.137
204937.WFI.dat      15         23.801        0.294         23.863        0.262         24.218         23.077
204938.WFI.dat       9         21.666        0.251         21.676        0.263         21.973         21.170
204939.WFI.dat      55         23.095        0.209         23.089        0.191         23.697         22.474
204940.WFI.dat       7         22.552        0.106         22.536        0.112         22.744         22.436
204941.WFI.dat      15         21.999        0.255         21.958        0.258         22.452         21.613
204942.WFI.dat      23         24.934        0.434         24.933        0.320         25.939         23.862
204943.WFI.dat      34         24.244        0.315         24.215        0.276         24.977         23.376
204944.WFI.dat       8         24.066        0.430         24.049        0.443         24.636         23.282
204945.WFI.dat       8         23.183        0.373         23.276        0.397         23.732         22.559
204946.WFI.dat       6         23.926        0.795         23.908        0.820         25.214         23.137
